"x"
"#A436E8"
"#A438E8"
"#A439E7"
"#A53BE7"
"#A53CE6"
"#A53DE6"
"#A53FE6"
"#A640E5"
"#A642E5"
"#A643E4"
"#A745E4"
"#A746E3"
"#A747E3"
"#A749E2"
"#A84AE2"
"#A84CE2"
"#A84DE1"
"#A84EE1"
"#A950E0"
"#A951E0"
"#A953DF"
"#AA54DF"
"#AA56DE"
"#AA57DE"
"#AA58DD"
"#AB5ADD"
"#AB5BDD"
"#AB5DDC"
"#AB5EDC"
"#AC60DB"
"#AC61DB"
"#AC62DA"
"#AC64DA"
"#AD65D9"
"#AD67D9"
"#AD68D9"
"#AE6AD8"
"#AE6BD8"
"#AE6CD7"
"#AE6ED7"
"#AF6FD6"
"#AF71D6"
"#AF72D5"
"#AF73D5"
"#B075D4"
"#B076D4"
"#B078D4"
"#B179D3"
"#B17BD3"
"#B17CD2"
"#B17DD2"
"#B27FD1"
"#B280D1"
"#B282D0"
"#B283D0"
"#B385D0"
"#B386CF"
"#B387CF"
"#B489CE"
"#B48ACE"
"#B48CCD"
"#B48DCD"
"#B58FCC"
"#B590CC"
"#B591CB"
"#B593CB"
"#B694CB"
"#B696CA"
"#B697CA"
"#B698C9"
"#B79AC9"
"#B79BC8"
"#B79DC8"
"#B89EC7"
"#B8A0C7"
"#B8A1C7"
"#B8A2C6"
"#B9A4C6"
"#B9A5C5"
"#B9A7C5"
"#B9A8C4"
"#BAAAC4"
"#BAABC3"
"#BAACC3"
"#BBAEC2"
"#BBAFC2"
"#BBB1C2"
"#BBB2C1"
"#BCB4C1"
"#BCB5C0"
"#BCB6C0"
"#BCB8BF"
"#BDB9BF"
"#BDBBBE"
"#BDBCBE"
"#BEBEBE"
"#BDBCBC"
"#BDBBBB"
"#BDB9B9"
"#BDB8B8"
"#BCB7B7"
"#BCB6B6"
"#BCB4B4"
"#BCB3B3"
"#BBB1B1"
"#BBB0B0"
"#BBAFAF"
"#BBADAD"
"#BBACAC"
"#BAABAB"
"#BAAAAA"
"#BAA8A8"
"#BAA7A7"
"#B9A5A5"
"#B9A4A4"
"#B9A3A3"
"#B9A1A1"
"#B9A0A0"
"#B89F9F"
"#B89D9D"
"#B89C9C"
"#B89B9B"
"#B79999"
"#B79898"
"#B79797"
"#B79595"
"#B79494"
"#B69393"
"#B69191"
"#B69090"
"#B68F8F"
"#B58D8D"
"#B58C8C"
"#B58B8B"
"#B58989"
"#B48888"
"#B48787"
"#B48585"
"#B48484"
"#B48383"
"#B38282"
"#B38080"
"#B37F7F"
"#B37D7D"
"#B27C7C"
"#B27B7B"
"#B27979"
"#B27878"
"#B27777"
"#B17575"
"#B17474"
"#B17373"
"#B17171"
"#B07070"
"#B06F6F"
"#B06D6D"
"#B06C6C"
"#B06B6B"
"#AF6969"
"#AF6868"
"#AF6767"
"#AF6565"
"#AE6464"
"#AE6363"
"#AE6161"
"#AE6060"
"#AE5F5F"
"#AD5D5D"
"#AD5C5C"
"#AD5B5B"
"#AD5959"
"#AC5858"
"#AC5757"
"#AC5555"
"#AC5454"
"#AB5353"
"#AB5151"
"#AB5050"
"#AB4F4F"
"#AB4D4D"
"#AA4C4C"
"#AA4B4B"
"#AA4949"
"#AA4848"
"#A94747"
"#A94545"
"#A94444"
"#A94343"
"#A94141"
"#A84040"
"#A83F3F"
"#A83D3D"
"#A83C3C"
"#A73B3B"
"#A73939"
"#A73838"
"#A73737"
"#A73535"
"#A63434"
"#A63333"
"#A63131"
"#A63030"
"#A52F2F"
"#A52D2D"
"#A52C2C"
"#A52B2B"
"#A42929"
"#A32929"
"#A22929"
"#A02828"
"#9F2828"
"#9D2828"
"#9C2727"
"#9A2727"
"#992626"
"#972626"
"#962626"
"#942525"
"#932525"
"#912525"
"#902424"
"#8E2424"
"#8D2323"
"#8B2323"
"#8A2323"
"#882222"
"#872222"
"#852222"
"#842121"
"#822121"
"#812020"
"#7F2020"
"#7E2020"
"#7C1F1F"
"#7B1F1F"
"#791F1F"
"#781E1E"
"#761E1E"
"#751D1D"
"#731D1D"
"#721D1D"
"#701C1C"
"#6F1C1C"
"#6D1B1B"
"#6C1B1B"
"#6B1B1B"
"#691A1A"
"#681A1A"
"#661A1A"
"#651919"
"#631919"
"#621818"
"#601818"
"#5F1818"
"#5D1717"
"#5C1717"
"#5A1717"
"#591616"
"#571616"
"#561515"
"#541515"
"#531515"
"#511414"
"#501414"
"#4E1414"
"#4D1313"
"#4B1313"
"#4A1212"
"#481212"
"#471212"
"#451111"
"#441111"
"#421111"
"#411010"
"#3F1010"
"#3E0F0F"
"#3C0F0F"
"#3B0F0F"
"#390E0E"
"#380E0E"
"#360D0D"
"#350D0D"
"#340D0D"
"#320C0C"
"#310C0C"
"#2F0C0C"
"#2E0B0B"
"#2C0B0B"
"#2B0A0A"
"#290A0A"
"#280A0A"
"#260909"
"#250909"
"#230909"
"#220808"
"#200808"
"#1F0707"
"#1D0707"
"#1C0707"
"#1A0606"
"#190606"
"#170606"
"#160505"
"#140505"
"#130404"
"#110404"
"#100404"
"#0E0303"
"#0D0303"
"#0B0303"
"#0A0202"
"#080202"
"#070101"
"#050101"
"#040101"
"#020000"
"#010000"
"#000000"
"#020202"
"#040404"
"#060606"
"#090909"
"#0B0B0B"
"#0D0D0D"
"#101010"
"#121212"
"#141414"
"#161616"
"#191919"
"#1B1B1B"
"#1D1D1D"
"#202020"
"#222222"
"#242424"
"#272727"
"#292929"
"#2B2B2B"
"#2D2D2D"
"#303030"
"#323232"
"#343434"
"#373737"
"#393939"
"#3B3B3B"
"#3E3E3E"
"#404040"
"#424242"
"#444444"
"#474747"
"#494949"
"#4B4B4B"
"#4E4E4E"
"#505050"
"#525252"
"#555555"
"#575757"
"#595959"
"#5B5B5B"
"#5E5E5E"
"#606060"
"#626262"
"#656565"
"#676767"
"#696969"
"#6B6B6B"
"#6E6E6E"
"#707070"
"#727272"
"#757575"
"#777777"
"#797979"
"#7C7C7C"
"#7E7E7E"
"#808080"
"#828282"
"#858585"
"#878787"
"#898989"
"#8C8C8C"
"#8E8E8E"
"#909090"
"#939393"
"#959595"
"#979797"
"#999999"
"#9C9C9C"
"#9E9E9E"
"#A0A0A0"
"#A3A3A3"
"#A5A5A5"
"#A7A7A7"
"#A9A9A9"
"#ACACAC"
"#AEAEAE"
"#B0B0B0"
"#B3B3B3"
"#B5B5B5"
"#B7B7B7"
"#BABABA"
"#BCBCBC"
"#BEBEBE"
"#C0C0C0"
"#C3C3C3"
"#C5C5C5"
"#C7C7C7"
"#CACACA"
"#CCCCCC"
"#CECECE"
"#D1D1D1"
"#D3D3D3"
"#D5D5D5"
"#D7D7D7"
"#DADADA"
"#DCDCDC"
"#DEDEDE"
"#E1E1E1"
"#E3E3E3"
"#E5E5E5"
"#E8E8E8"
"#EAEAEA"
"#ECECEC"
"#EEEEEE"
"#F1F1F1"
"#F3F3F3"
"#F5F5F5"
"#F8F8F8"
"#FAFAFA"
"#FCFCFC"
"#FFFFFF"
